,ReportedOrigin,Population,Neighbourhood#
20941,Americas,510,28
20942,Brazil,0,28
20943,Colombia,0,28
20944,El_Salvador,40,28
20945,Guyana,45,28
20946,Haiti,10,28
20947,Jamaica,245,28
20948,Mexico,0,28
20949,Peru,15,28
20950,Trinidad_and_Tobago,20,28
20951,United_States,0,28
20952,Other_places_of_birth_in_Americas,135,28
20953,Europe,1005,28
20954,Bosnia_and_Herzegovina,0,28
20955,Croatia,0,28
20956,France,0,28
20957,Germany,20,28
20958,Greece,0,28
20959,Hungary,10,28
20960,Ireland,0,28
20961,Italy,670,28
20962,Netherlands,0,28
20963,Poland,10,28
20964,Portugal,230,28
20965,Romania,10,28
20966,Russian_Federation,10,28
20967,Serbia,10,28
20968,Ukraine,0,28
20969,United_Kingdom,10,28
20970,Other_places_of_birth_in_Europe,35,28
20971,Africa,470,28
20972,Algeria,0,28
20973,Egypt,0,28
20974,Ethiopia,20,28
20975,Kenya,50,28
20976,Morocco,0,28
20977,Nigeria,30,28
20978,Somalia,220,28
20979,South_Africa_Republic_of,0,28
20980,Other_places_of_birth_in_Africa,150,28
20981,Asia,260,28
20982,Afghanistan,10,28
20983,Bangladesh,10,28
20984,China,0,28
20985,Hong_Kong,0,28
20986,India,25,28
20987,Iran,0,28
20988,Iraq,0,28
20989,Japan,0,28
20990,Korea_South,0,28
20991,Lebanon,10,28
20992,Pakistan,0,28
20993,Philippines,30,28
20994,Sri_Lanka,25,28
20995,Syria,10,28
20996,Taiwan,0,28
20997,Viet_Nam,155,28
20998,Other_places_of_birth_in_Asia,0,28
20999,Oceania_and_other_places_of_birth,0,28
21000,Total_Immigrant_Population,3600,29
21001,Americas,635,29
21002,Brazil,30,29
21003,Colombia,45,29
21004,El_Salvador,45,29
21005,Guyana,25,29
21006,Haiti,0,29
21007,Jamaica,100,29
21008,Mexico,30,29
21009,Peru,15,29
21010,Trinidad_and_Tobago,25,29
21011,United_States,15,29
21012,Other_places_of_birth_in_Americas,290,29
21013,Europe,1365,29
21014,Bosnia_and_Herzegovina,0,29
21015,Croatia,10,29
21016,France,15,29
21017,Germany,10,29
21018,Greece,20,29
21019,Hungary,10,29
21020,Ireland,10,29
21021,Italy,860,29
21022,Netherlands,0,29
21023,Poland,25,29
21024,Portugal,335,29
21025,Romania,0,29
21026,Russian_Federation,10,29
21027,Serbia,0,29
21028,Ukraine,10,29
21029,United_Kingdom,10,29
21030,Other_places_of_birth_in_Europe,60,29
21031,Africa,65,29
21032,Algeria,0,29
21033,Egypt,0,29
21034,Ethiopia,10,29
21035,Kenya,20,29
21036,Morocco,0,29
21037,Nigeria,15,29
21038,Somalia,0,29
21039,South_Africa_Republic_of,0,29
21040,Other_places_of_birth_in_Africa,10,29
21041,Asia,1540,29
21042,Afghanistan,0,29
21043,Bangladesh,10,29
21044,China,15,29
21045,Hong_Kong,0,29
21046,India,465,29
21047,Iran,10,29
21048,Iraq,20,29
21049,Japan,0,29
21050,Korea_South,0,29
21051,Lebanon,10,29
21052,Pakistan,0,29
21053,Philippines,775,29
21054,Sri_Lanka,85,29
21055,Syria,0,29
21056,Taiwan,0,29
21057,Viet_Nam,110,29
21058,Other_places_of_birth_in_Asia,40,29
21059,Oceania_and_other_places_of_birth,0,29
21060,Total_Immigrant_Population,1645,29
21061,Americas,330,29
21062,Brazil,0,29
21063,Colombia,0,29
21064,El_Salvador,25,29
21065,Guyana,0,29
21066,Haiti,0,29
21067,Jamaica,95,29
21068,Mexico,0,29
21069,Peru,15,29
21070,Trinidad_and_Tobago,40,29
21071,United_States,10,29
21072,Other_places_of_birth_in_Americas,125,29
21073,Europe,820,29
21074,Bosnia_and_Herzegovina,0,29
21075,Croatia,15,29
21076,France,10,29
21077,Germany,10,29
21078,Greece,10,29
21079,Hungary,0,29
21080,Ireland,0,29
21081,Italy,600,29
21082,Netherlands,0,29
21083,Poland,10,29
21084,Portugal,115,29
21085,Romania,10,29
21086,Russian_Federation,0,29
21087,Serbia,0,29
21088,Ukraine,10,29
21089,United_Kingdom,25,29
21090,Other_places_of_birth_in_Europe,25,29
21091,Africa,80,29
21092,Algeria,0,29
21093,Egypt,0,29
21094,Ethiopia,0,29
21095,Kenya,0,29
21096,Morocco,0,29
21097,Nigeria,40,29
21098,Somalia,0,29
21099,South_Africa_Republic_of,0,29
21100,Other_places_of_birth_in_Africa,40,29
21101,Asia,400,29
21102,Afghanistan,0,29
21103,Bangladesh,15,29
21104,China,10,29
21105,Hong_Kong,0,29
21106,India,35,29
21107,Iran,0,29
21108,Iraq,0,29
21109,Japan,0,29
21110,Korea_South,20,29
21111,Lebanon,10,29
21112,Pakistan,0,29
21113,Philippines,190,29
21114,Sri_Lanka,0,29
21115,Syria,0,29
21116,Taiwan,0,29
21117,Viet_Nam,100,29
21118,Other_places_of_birth_in_Asia,35,29
21119,Oceania_and_other_places_of_birth,0,29
21120,Total_Immigrant_Population,1980,31
21121,Americas,410,31
21122,Brazil,15,31
21123,Colombia,50,31
21124,El_Salvador,10,31
21125,Guyana,45,31
21126,Haiti,0,31
21127,Jamaica,90,31
21128,Mexico,15,31
21129,Peru,0,31
21130,Trinidad_and_Tobago,20,31
21131,United_States,40,31
21132,Other_places_of_birth_in_Americas,120,31
21133,Europe,755,31
21134,Bosnia_and_Herzegovina,10,31
21135,Croatia,10,31
21136,France,0,31
21137,Germany,0,31
21138,Greece,15,31
21139,Hungary,0,31
21140,Ireland,10,31
21141,Italy,455,31
21142,Netherlands,0,31
21143,Poland,20,31
21144,Portugal,160,31
21145,Romania,0,31
21146,Russian_Federation,0,31
21147,Serbia,10,31
21148,Ukraine,15,31
21149,United_Kingdom,15,31
21150,Other_places_of_birth_in_Europe,45,31
21151,Africa,165,31
21152,Algeria,0,31
21153,Egypt,0,31
21154,Ethiopia,45,31
21155,Kenya,10,31
21156,Morocco,0,31
21157,Nigeria,25,31
21158,Somalia,25,31
21159,South_Africa_Republic_of,0,31
21160,Other_places_of_birth_in_Africa,55,31
21161,Asia,650,31
21162,Afghanistan,20,31
21163,Bangladesh,30,31
21164,China,80,31
21165,Hong_Kong,10,31
21166,India,75,31
21167,Iran,25,31
21168,Iraq,0,31
21169,Japan,20,31
21170,Korea_South,25,31
21171,Lebanon,0,31
21172,Pakistan,10,31
21173,Philippines,225,31
21174,Sri_Lanka,10,31
21175,Syria,0,31
21176,Taiwan,10,31
21177,Viet_Nam,60,31
21178,Other_places_of_birth_in_Asia,65,31
21179,Oceania_and_other_places_of_birth,10,31
21180,Total_Immigrant_Population,3585,32
21181,Americas,450,32
21182,Brazil,35,32
21183,Colombia,10,32
21184,El_Salvador,10,32
21185,Guyana,20,32
21186,Haiti,10,32
21187,Jamaica,75,32
21188,Mexico,10,32
21189,Peru,10,32
21190,Trinidad_and_Tobago,45,32
21191,United_States,130,32
21192,Other_places_of_birth_in_Americas,100,32
21193,Europe,785,32
21194,Bosnia_and_Herzegovina,10,32
21195,Croatia,25,32
21196,France,0,32
21197,Germany,25,32
21198,Greece,25,32
21199,Hungary,110,32
21200,Ireland,0,32
21201,Italy,130,32
21202,Netherlands,10,32
21203,Poland,55,32
21204,Portugal,45,32
21205,Romania,95,32
21206,Russian_Federation,55,32
21207,Serbia,20,32
21208,Ukraine,40,32
21209,United_Kingdom,30,32
21210,Other_places_of_birth_in_Europe,115,32
21211,Africa,110,32
21212,Algeria,0,32
21213,Egypt,0,32
21214,Ethiopia,25,32
21215,Kenya,10,32
21216,Morocco,10,32
21217,Nigeria,30,32
21218,Somalia,0,32
21219,South_Africa_Republic_of,10,32
21220,Other_places_of_birth_in_Africa,30,32
21221,Asia,2250,32
21222,Afghanistan,25,32
21223,Bangladesh,0,32
21224,China,15,32
21225,Hong_Kong,15,32
21226,India,50,32
21227,Iran,10,32
21228,Iraq,0,32
21229,Japan,0,32
21230,Korea_South,15,32
21231,Lebanon,0,32
21232,Pakistan,0,32
21233,Philippines,1925,32
21234,Sri_Lanka,0,32
21235,Syria,0,32
21236,Taiwan,0,32
21237,Viet_Nam,10,32
21238,Other_places_of_birth_in_Asia,180,32
21239,Oceania_and_other_places_of_birth,0,32
21240,Total_Immigrant_Population,1385,32
21241,Americas,335,32
21242,Brazil,0,32
21243,Colombia,20,32
21244,El_Salvador,20,32
21245,Guyana,55,32
21246,Haiti,0,32
21247,Jamaica,115,32
21248,Mexico,15,32
21249,Peru,10,32
21250,Trinidad_and_Tobago,20,32
21251,United_States,0,32
21252,Other_places_of_birth_in_Americas,70,32
21253,Europe,230,32
21254,Bosnia_and_Herzegovina,0,32
21255,Croatia,0,32
21256,France,10,32
21257,Germany,10,32
21258,Greece,0,32
21259,Hungary,10,32
21260,Ireland,0,32
21261,Italy,20,32
21262,Netherlands,0,32
21263,Poland,10,32
21264,Portugal,60,32
21265,Romania,10,32
21266,Russian_Federation,25,32
21267,Serbia,10,32
21268,Ukraine,25,32
21269,United_Kingdom,15,32
21270,Other_places_of_birth_in_Europe,30,32
21271,Africa,390,32
21272,Algeria,0,32
21273,Egypt,0,32
21274,Ethiopia,100,32
21275,Kenya,25,32
21276,Morocco,10,32
21277,Nigeria,25,32
21278,Somalia,115,32
21279,South_Africa_Republic_of,10,32
21280,Other_places_of_birth_in_Africa,115,32
21281,Asia,435,32
21282,Afghanistan,45,32
21283,Bangladesh,0,32
21284,China,35,32
21285,Hong_Kong,0,32
21286,India,15,32
21287,Iran,20,32
21288,Iraq,0,32
21289,Japan,0,32
21290,Korea_South,15,32
21291,Lebanon,0,32
21292,Pakistan,0,32
21293,Philippines,170,32
21294,Sri_Lanka,10,32
21295,Syria,0,32
21296,Taiwan,10,32
21297,Viet_Nam,55,32
21298,Other_places_of_birth_in_Asia,55,32
21299,Oceania_and_other_places_of_birth,10,32
21300,Total_Immigrant_Population,2165,32
21301,Americas,400,32
21302,Brazil,10,32
21303,Colombia,30,32
21304,El_Salvador,20,32
21305,Guyana,25,32
21306,Haiti,0,32
21307,Jamaica,65,32
21308,Mexico,0,32
21309,Peru,15,32
21310,Trinidad_and_Tobago,45,32
21311,United_States,115,32
21312,Other_places_of_birth_in_Americas,75,32
21313,Europe,640,32
21314,Bosnia_and_Herzegovina,10,32
21315,Croatia,15,32
21316,France,0,32
21317,Germany,10,32
21318,Greece,15,32
21319,Hungary,30,32
21320,Ireland,10,32
21321,Italy,45,32
21322,Netherlands,10,32
21323,Poland,80,32
21324,Portugal,45,32
21325,Romania,40,32
21326,Russian_Federation,65,32
21327,Serbia,20,32
21328,Ukraine,75,32
21329,United_Kingdom,85,32
21330,Other_places_of_birth_in_Europe,85,32
21331,Africa,95,32
21332,Algeria,0,32
21333,Egypt,10,32
21334,Ethiopia,0,32
21335,Kenya,10,32
21336,Morocco,10,32
21337,Nigeria,10,32
21338,Somalia,0,32
21339,South_Africa_Republic_of,30,32
21340,Other_places_of_birth_in_Africa,30,32
21341,Asia,1030,32
21342,Afghanistan,0,32
21343,Bangladesh,0,32
21344,China,90,32
21345,Hong_Kong,10,32
21346,India,50,32
21347,Iran,0,32
21348,Iraq,0,32
21349,Japan,0,32
21350,Korea_South,35,32
21351,Lebanon,10,32
21352,Pakistan,0,32
21353,Philippines,640,32
21354,Sri_Lanka,20,32
21355,Syria,10,32
21356,Taiwan,10,32
21357,Viet_Nam,10,32
21358,Other_places_of_birth_in_Asia,150,32
21359,Oceania_and_other_places_of_birth,0,32
21360,Total_Immigrant_Population,4515,33
21361,Americas,540,33
21362,Brazil,10,33
21363,Colombia,50,33
21364,El_Salvador,10,33
21365,Guyana,60,33
21366,Haiti,0,33
21367,Jamaica,65,33
21368,Mexico,10,33
21369,Peru,0,33
21370,Trinidad_and_Tobago,40,33
21371,United_States,145,33
21372,Other_places_of_birth_in_Americas,155,33
21373,Europe,940,33
21374,Bosnia_and_Herzegovina,20,33
21375,Croatia,0,33
21376,France,15,33
21377,Germany,45,33
21378,Greece,130,33
21379,Hungary,70,33
21380,Ireland,0,33
21381,Italy,185,33
21382,Netherlands,10,33
21383,Poland,75,33
21384,Portugal,55,33
21385,Romania,60,33
21386,Russian_Federation,50,33
21387,Serbia,20,33
21388,Ukraine,55,33
21389,United_Kingdom,65,33
21390,Other_places_of_birth_in_Europe,85,33
21391,Africa,245,33
21392,Algeria,0,33
21393,Egypt,25,33
21394,Ethiopia,10,33
21395,Kenya,10,33
21396,Morocco,20,33
21397,Nigeria,20,33
21398,Somalia,10,33
21399,South_Africa_Republic_of,80,33
21400,Other_places_of_birth_in_Africa,65,33
21401,Asia,2765,33
21402,Afghanistan,10,33
21403,Bangladesh,0,33
21404,China,145,33
21405,Hong_Kong,15,33
21406,India,110,33
21407,Iran,50,33
21408,Iraq,10,33
21409,Japan,0,33
21410,Korea_South,60,33
21411,Lebanon,15,33
21412,Pakistan,25,33
21413,Philippines,2015,33
21414,Sri_Lanka,25,33
21415,Syria,0,33
21416,Taiwan,30,33
21417,Viet_Nam,70,33
21418,Other_places_of_birth_in_Asia,195,33
21419,Oceania_and_other_places_of_birth,30,33
21420,Total_Immigrant_Population,2395,26
21421,Americas,345,26
21422,Brazil,15,26
21423,Colombia,50,26
21424,El_Salvador,15,26
21425,Guyana,20,26
21426,Haiti,10,26
21427,Jamaica,60,26
21428,Mexico,45,26
21429,Peru,0,26
21430,Trinidad_and_Tobago,25,26
21431,United_States,10,26
21432,Other_places_of_birth_in_Americas,100,26
21433,Europe,1165,26
21434,Bosnia_and_Herzegovina,0,26
21435,Croatia,15,26
21436,France,0,26
21437,Germany,10,26
21438,Greece,30,26
21439,Hungary,15,26
21440,Ireland,10,26
21441,Italy,775,26
21442,Netherlands,0,26
21443,Poland,10,26
21444,Portugal,185,26
21445,Romania,30,26
21446,Russian_Federation,15,26
21447,Serbia,0,26
21448,Ukraine,10,26
21449,United_Kingdom,10,26
21450,Other_places_of_birth_in_Europe,55,26
21451,Africa,50,26
21452,Algeria,0,26
21453,Egypt,0,26
21454,Ethiopia,10,26
21455,Kenya,0,26
21456,Morocco,0,26
21457,Nigeria,10,26
21458,Somalia,0,26
21459,South_Africa_Republic_of,0,26
21460,Other_places_of_birth_in_Africa,40,26
21461,Asia,835,26
21462,Afghanistan,0,26
21463,Bangladesh,0,26
21464,China,20,26
21465,Hong_Kong,0,26
21466,India,40,26
21467,Iran,0,26
21468,Iraq,10,26
21469,Japan,0,26
21470,Korea_South,0,26
21471,Lebanon,0,26
21472,Pakistan,0,26
21473,Philippines,540,26
21474,Sri_Lanka,0,26
21475,Syria,0,26
21476,Taiwan,0,26
21477,Viet_Nam,95,26
21478,Other_places_of_birth_in_Asia,115,26
21479,Oceania_and_other_places_of_birth,0,26
21480,Total_Immigrant_Population,2230,26
21481,Americas,740,26
21482,Brazil,0,26
21483,Colombia,50,26
21484,El_Salvador,80,26
21485,Guyana,45,26
21486,Haiti,0,26
21487,Jamaica,205,26
21488,Mexico,10,26
21489,Peru,0,26
21490,Trinidad_and_Tobago,15,26
21491,United_States,15,26
21492,Other_places_of_birth_in_Americas,310,26
21493,Europe,440,26
21494,Bosnia_and_Herzegovina,10,26
21495,Croatia,10,26
21496,France,0,26
21497,Germany,20,26
21498,Greece,0,26
21499,Hungary,40,26
21500,Ireland,0,26
21501,Italy,215,26
21502,Netherlands,10,26
21503,Poland,25,26
21504,Portugal,60,26
21505,Romania,10,26
21506,Russian_Federation,0,26
21507,Serbia,0,26
21508,Ukraine,0,26
21509,United_Kingdom,35,26
21510,Other_places_of_birth_in_Europe,15,26
21511,Africa,80,26
21512,Algeria,0,26
21513,Egypt,0,26
21514,Ethiopia,10,26
21515,Kenya,0,26
21516,Morocco,0,26
21517,Nigeria,10,26
21518,Somalia,10,26
21519,South_Africa_Republic_of,10,26
21520,Other_places_of_birth_in_Africa,45,26
21521,Asia,975,26
21522,Afghanistan,0,26
21523,Bangladesh,0,26
21524,China,25,26
21525,Hong_Kong,0,26
21526,India,130,26
21527,Iran,10,26
21528,Iraq,0,26
21529,Japan,0,26
21530,Korea_South,0,26
21531,Lebanon,0,26
21532,Pakistan,30,26
21533,Philippines,590,26
21534,Sri_Lanka,10,26
21535,Syria,0,26
21536,Taiwan,0,26
21537,Viet_Nam,90,26
21538,Other_places_of_birth_in_Asia,85,26
21539,Oceania_and_other_places_of_birth,0,26
21540,Total_Immigrant_Population,870,26
21541,Americas,240,26
21542,Brazil,0,26
21543,Colombia,25,26
21544,El_Salvador,15,26
21545,Guyana,10,26
21546,Haiti,0,26
21547,Jamaica,45,26
21548,Mexico,0,26
21549,Peru,0,26
21550,Trinidad_and_Tobago,15,26
21551,United_States,15,26
21552,Other_places_of_birth_in_Americas,100,26
21553,Europe,195,26
21554,Bosnia_and_Herzegovina,0,26
21555,Croatia,0,26
21556,France,0,26
21557,Germany,0,26
21558,Greece,10,26
21559,Hungary,10,26
21560,Ireland,0,26
21561,Italy,100,26
21562,Netherlands,0,26
21563,Poland,10,26
21564,Portugal,50,26
21565,Romania,0,26
21566,Russian_Federation,0,26
21567,Serbia,0,26
21568,Ukraine,0,26
21569,United_Kingdom,10,26
21570,Other_places_of_birth_in_Europe,10,26
21571,Africa,35,26
21572,Algeria,0,26
21573,Egypt,0,26
21574,Ethiopia,0,26
21575,Kenya,0,26
21576,Morocco,0,26
21577,Nigeria,15,26
21578,Somalia,0,26
21579,South_Africa_Republic_of,0,26
21580,Other_places_of_birth_in_Africa,15,26
21581,Asia,390,26
21582,Afghanistan,0,26
21583,Bangladesh,0,26
21584,China,0,26
21585,Hong_Kong,10,26
21586,India,15,26
21587,Iran,10,26
21588,Iraq,0,26
21589,Japan,0,26
21590,Korea_South,20,26
21591,Lebanon,0,26
21592,Pakistan,0,26
21593,Philippines,250,26
21594,Sri_Lanka,0,26
21595,Syria,0,26
21596,Taiwan,0,26
21597,Viet_Nam,45,26
21598,Other_places_of_birth_in_Asia,45,26
21599,Oceania_and_other_places_of_birth,0,26
21600,Total_Immigrant_Population,2655,26
21601,Americas,740,26
21602,Brazil,0,26
21603,Colombia,30,26
21604,El_Salvador,30,26
21605,Guyana,55,26
21606,Haiti,0,26
21607,Jamaica,290,26
21608,Mexico,10,26
21609,Peru,20,26
21610,Trinidad_and_Tobago,25,26
21611,United_States,15,26
21612,Other_places_of_birth_in_Americas,265,26
21613,Europe,860,26
21614,Bosnia_and_Herzegovina,0,26
21615,Croatia,0,26
21616,France,15,26
21617,Germany,10,26
21618,Greece,0,26
21619,Hungary,0,26
21620,Ireland,0,26
21621,Italy,625,26
21622,Netherlands,10,26
21623,Poland,20,26
21624,Portugal,95,26
21625,Romania,15,26
21626,Russian_Federation,15,26
21627,Serbia,0,26
21628,Ukraine,25,26
21629,United_Kingdom,25,26
21630,Other_places_of_birth_in_Europe,15,26
21631,Africa,180,26
21632,Algeria,0,26
21633,Egypt,10,26
21634,Ethiopia,30,26
21635,Kenya,0,26
21636,Morocco,0,26
21637,Nigeria,55,26
21638,Somalia,10,26
21639,South_Africa_Republic_of,0,26
21640,Other_places_of_birth_in_Africa,75,26
21641,Asia,865,26
21642,Afghanistan,25,26
21643,Bangladesh,50,26
21644,China,15,26
21645,Hong_Kong,0,26
21646,India,40,26
21647,Iran,20,26
21648,Iraq,25,26
21649,Japan,10,26
21650,Korea_South,10,26
21651,Lebanon,0,26
21652,Pakistan,0,26
21653,Philippines,260,26
21654,Sri_Lanka,0,26
21655,Syria,0,26
21656,Taiwan,0,26
21657,Viet_Nam,265,26
21658,Other_places_of_birth_in_Asia,135,26
21659,Oceania_and_other_places_of_birth,10,26
21660,Total_Immigrant_Population,1235,26
21661,Americas,295,26
21662,Brazil,20,26
21663,Colombia,20,26
21664,El_Salvador,15,26
21665,Guyana,0,26
21666,Haiti,10,26
21667,Jamaica,45,26
21668,Mexico,15,26
21669,Peru,20,26
21670,Trinidad_and_Tobago,10,26
21671,United_States,10,26
21672,Other_places_of_birth_in_Americas,125,26
21673,Europe,445,26
21674,Bosnia_and_Herzegovina,0,26
21675,Croatia,0,26
21676,France,10,26
21677,Germany,0,26
21678,Greece,10,26
21679,Hungary,10,26
21680,Ireland,0,26
21681,Italy,300,26
21682,Netherlands,0,26
21683,Poland,0,26
21684,Portugal,50,26
21685,Romania,15,26
21686,Russian_Federation,0,26
21687,Serbia,0,26
21688,Ukraine,0,26
21689,United_Kingdom,25,26
21690,Other_places_of_birth_in_Europe,10,26
21691,Africa,20,26
21692,Algeria,0,26
21693,Egypt,0,26
21694,Ethiopia,0,26
21695,Kenya,0,26
21696,Morocco,0,26
21697,Nigeria,0,26
21698,Somalia,10,26
21699,South_Africa_Republic_of,0,26
21700,Other_places_of_birth_in_Africa,0,26
21701,Asia,485,26
21702,Afghanistan,15,26
21703,Bangladesh,0,26
21704,China,0,26
21705,Hong_Kong,0,26
21706,India,35,26
21707,Iran,0,26
21708,Iraq,10,26
21709,Japan,0,26
21710,Korea_South,0,26
21711,Lebanon,40,26
21712,Pakistan,0,26
21713,Philippines,260,26
21714,Sri_Lanka,0,26
21715,Syria,0,26
21716,Taiwan,0,26
21717,Viet_Nam,55,26
21718,Other_places_of_birth_in_Asia,70,26
21719,Oceania_and_other_places_of_birth,0,26
21720,Total_Immigrant_Population,980,26
21721,Americas,255,26
21722,Brazil,0,26
21723,Colombia,20,26
21724,El_Salvador,50,26
21725,Guyana,0,26
21726,Haiti,0,26
21727,Jamaica,55,26
21728,Mexico,10,26
21729,Peru,10,26
21730,Trinidad_and_Tobago,35,26
21731,United_States,0,26
21732,Other_places_of_birth_in_Americas,80,26
21733,Europe,260,26
21734,Bosnia_and_Herzegovina,0,26
21735,Croatia,0,26
21736,France,0,26
21737,Germany,0,26
21738,Greece,15,26
21739,Hungary,0,26
21740,Ireland,0,26
21741,Italy,200,26
21742,Netherlands,0,26
21743,Poland,10,26
21744,Portugal,15,26
21745,Romania,10,26
21746,Russian_Federation,0,26
21747,Serbia,0,26
21748,Ukraine,0,26
21749,United_Kingdom,10,26
21750,Other_places_of_birth_in_Europe,0,26
21751,Africa,25,26
21752,Algeria,0,26
21753,Egypt,10,26
21754,Ethiopia,0,26
21755,Kenya,0,26
21756,Morocco,0,26
21757,Nigeria,10,26
21758,Somalia,0,26
21759,South_Africa_Republic_of,0,26
21760,Other_places_of_birth_in_Africa,10,26
21761,Asia,435,26
21762,Afghanistan,0,26
21763,Bangladesh,0,26
21764,China,0,26
21765,Hong_Kong,0,26
21766,India,20,26
21767,Iran,0,26
21768,Iraq,0,26
21769,Japan,0,26
21770,Korea_South,0,26
21771,Lebanon,0,26
21772,Pakistan,0,26
21773,Philippines,295,26
21774,Sri_Lanka,0,26
21775,Syria,0,26
21776,Taiwan,0,26
21777,Viet_Nam,20,26
21778,Other_places_of_birth_in_Asia,90,26
21779,Oceania_and_other_places_of_birth,0,26
21780,Total_Immigrant_Population,3890,26
21781,Americas,1430,26
21782,Brazil,0,26
21783,Colombia,35,26
21784,El_Salvador,180,26
21785,Guyana,145,26
21786,Haiti,30,26
21787,Jamaica,340,26
21788,Mexico,35,26
21789,Peru,15,26
21790,Trinidad_and_Tobago,35,26
21791,United_States,15,26
21792,Other_places_of_birth_in_Americas,605,26
21793,Europe,645,26
21794,Bosnia_and_Herzegovina,10,26
21795,Croatia,10,26
21796,France,15,26
21797,Germany,0,26
21798,Greece,0,26
21799,Hungary,0,26
21800,Ireland,0,26
21801,Italy,360,26
21802,Netherlands,0,26
21803,Poland,15,26
21804,Portugal,155,26
21805,Romania,10,26
21806,Russian_Federation,10,26
21807,Serbia,0,26
21808,Ukraine,0,26
21809,United_Kingdom,40,26
21810,Other_places_of_birth_in_Europe,30,26
21811,Africa,310,26
21812,Algeria,0,26
21813,Egypt,0,26
21814,Ethiopia,25,26
21815,Kenya,0,26
21816,Morocco,10,26
21817,Nigeria,80,26
21818,Somalia,35,26
21819,South_Africa_Republic_of,0,26
21820,Other_places_of_birth_in_Africa,170,26
21821,Asia,1500,26
21822,Afghanistan,15,26
21823,Bangladesh,15,26
21824,China,65,26
21825,Hong_Kong,0,26
21826,India,20,26
21827,Iran,25,26
21828,Iraq,10,26
21829,Japan,10,26
21830,Korea_South,45,26
21831,Lebanon,10,26
21832,Pakistan,45,26
21833,Philippines,635,26
21834,Sri_Lanka,15,26
21835,Syria,0,26
21836,Taiwan,0,26
21837,Viet_Nam,435,26
21838,Other_places_of_birth_in_Asia,160,26
21839,Oceania_and_other_places_of_birth,0,26
21840,Total_Immigrant_Population,3205,23
21841,Americas,780,23
21842,Brazil,0,23
21843,Colombia,35,23
21844,El_Salvador,85,23
21845,Guyana,60,23
21846,Haiti,0,23
21847,Jamaica,175,23
21848,Mexico,50,23
21849,Peru,0,23
21850,Trinidad_and_Tobago,20,23
21851,United_States,20,23
21852,Other_places_of_birth_in_Americas,315,23
21853,Europe,1015,23
21854,Bosnia_and_Herzegovina,30,23
21855,Croatia,10,23
21856,France,10,23
21857,Germany,20,23
21858,Greece,25,23
21859,Hungary,10,23
21860,Ireland,0,23
21861,Italy,510,23
21862,Netherlands,0,23
21863,Poland,50,23
21864,Portugal,105,23
21865,Romania,20,23
21866,Russian_Federation,20,23
21867,Serbia,10,23
21868,Ukraine,30,23
21869,United_Kingdom,40,23
21870,Other_places_of_birth_in_Europe,125,23
21871,Africa,240,23
21872,Algeria,0,23
21873,Egypt,0,23
21874,Ethiopia,10,23
21875,Kenya,10,23
21876,Morocco,0,23
21877,Nigeria,25,23
21878,Somalia,45,23
21879,South_Africa_Republic_of,0,23
21880,Other_places_of_birth_in_Africa,155,23
21881,Asia,1155,23
21882,Afghanistan,25,23
21883,Bangladesh,35,23
21884,China,35,23
21885,Hong_Kong,0,23
21886,India,150,23
21887,Iran,0,23
21888,Iraq,25,23
21889,Japan,0,23
21890,Korea_South,10,23
21891,Lebanon,0,23
21892,Pakistan,80,23
21893,Philippines,270,23
21894,Sri_Lanka,20,23
21895,Syria,0,23
21896,Taiwan,0,23
21897,Viet_Nam,415,23
21898,Other_places_of_birth_in_Asia,85,23
21899,Oceania_and_other_places_of_birth,15,23
21900,Total_Immigrant_Population,2355,26
21901,Americas,1000,26
21902,Brazil,10,26
21903,Colombia,45,26
21904,El_Salvador,60,26
21905,Guyana,50,26
21906,Haiti,0,26
21907,Jamaica,260,26
21908,Mexico,40,26
21909,Peru,45,26
21910,Trinidad_and_Tobago,10,26
21911,United_States,10,26
21912,Other_places_of_birth_in_Americas,465,26
21913,Europe,650,26
21914,Bosnia_and_Herzegovina,10,26
21915,Croatia,15,26
21916,France,10,26
21917,Germany,20,26
21918,Greece,10,26
21919,Hungary,0,26
21920,Ireland,0,26
21921,Italy,425,26
21922,Netherlands,0,26
21923,Poland,20,26
21924,Portugal,70,26
21925,Romania,0,26
21926,Russian_Federation,0,26
21927,Serbia,0,26
21928,Ukraine,0,26
21929,United_Kingdom,20,26
21930,Other_places_of_birth_in_Europe,60,26
21931,Africa,230,26
21932,Algeria,20,26
21933,Egypt,0,26
21934,Ethiopia,10,26
21935,Kenya,15,26
21936,Morocco,0,26
21937,Nigeria,35,26
21938,Somalia,45,26
21939,South_Africa_Republic_of,0,26
21940,Other_places_of_birth_in_Africa,115,26
21941,Asia,470,26
21942,Afghanistan,70,26
21943,Bangladesh,0,26
21944,China,15,26
21945,Hong_Kong,0,26
21946,India,35,26
21947,Iran,0,26
21948,Iraq,105,26
21949,Japan,0,26
21950,Korea_South,0,26
21951,Lebanon,10,26
21952,Pakistan,0,26
21953,Philippines,30,26
21954,Sri_Lanka,0,26
21955,Syria,10,26
21956,Taiwan,0,26
21957,Viet_Nam,115,26
21958,Other_places_of_birth_in_Asia,80,26
21959,Oceania_and_other_places_of_birth,0,26
21960,Total_Immigrant_Population,2605,25
21961,Americas,935,25
21962,Brazil,0,25
21963,Colombia,20,25
21964,El_Salvador,125,25
21965,Guyana,130,25
21966,Haiti,10,25
